BIO Studiestart,5000 - Det Natur- og Biovidenskabelige Fakultet,%23SPLUS80970B
4781-F18;KL.GR. GrÃ¦sk sprogkundskab,"4781 - Saxo-Instituttet - ArkÃ¦ologi, Etnologi, Historie og GrÃ¦sk og Latin",70777
4781-F18;KL.GR. Antik filosofi og grÃ¦sk prosa,"4781 - Saxo-Instituttet - ArkÃ¦ologi, Etnologi, Historie og GrÃ¦sk og Latin",70776
2500-E17;Valgfag: Digitale metoder i sociologien.,2500 - Sociologisk Institut,70775
2500-E17;Valgfag: Digitale metoder i sociologien.,2500 - Sociologisk Institut,70774
4821-E17;CIP Presentation Techniques for Graduate Students,"4821 - Institut for Engelsk, Germansk og Romansk",70772
4821-E17;CIP Academic Writing for Graduate Students,"4821 - Institut for Engelsk, Germansk og Romansk",70771
6000-F18;Entertainmentret,6000 - Det Juridiske Fakultet,76035
1000-F18;RRE - Options - Language -Hebrew,1000 - Det Teologiske Fakultet,76015
4841-F18;MUS projekt,4841 - Institut for Kunst og Kulturvidenskab,77256
2500-F18;Bachelorprojekt,2500 - Sociologisk Institut,77255
4841-F18;Ã…U KUN Formidlingsprojekt: Formidling af billedkunst,4841 - Institut for Kunst og Kulturvidenskab,77237
4841-F18;MUS Kickstart dit speciale,4841 - Institut for Kunst og Kulturvidenskab,77236
4841-F18;MUS BA-projekt: Indledende intro,4841 - Institut for Kunst og Kulturvidenskab,77235
3932-B4-4F18;Strategies for Health Promotion and Disease Prevention,3932 - Global Sundhed,74978
"3932-B4-4F18;Global Partners, Policies and Health Care Systems",3932 - Global Sundhed,74977
3932-B3-3F18;Field Work,3932 - Global Sundhed,74976
3915-B4-4F18;Laboratory Animal Science Function ABD,3915 - BSc + MSc VeterinÃ¦r Medicin,77152
3915-B3-3F18;Laboratory Animal Science Function ABD,3915 - BSc + MSc VeterinÃ¦r Medicin,77147
3914-B3-3F18;Dyrs ernÃ¦ring og prÃ¦station,3914 - UddannelsesrÃ¥d for veterinÃ¦rvidenskab og husdyrvidenskab,77146
3915-B4-4F18;VeterinÃ¦r retsmedicin og husdyrsvelfÃ¦rdsvurdering,3915 - BSc + MSc VeterinÃ¦r Medicin,77145
"3934-F18;Individuelt forlÃ¸b, 5 ECTS",3934 - BSc + MSc Folkesundhedsvidenskab,77141
"3934-F18;Kursus i Individuelt forlÃ¸b, 2,5 ECTS",3934 - BSc + MSc Folkesundhedsvidenskab,77140
3934-F18;Erhvervsorienteret projekt 20 ECTS,3934 - BSc + MSc Folkesundhedsvidenskab,77139
3934-F18;Erhvervsorienteret projekt 15 ECTS,3934 - BSc + MSc Folkesundhedsvidenskab,77138
3934-F18;Erhvervsorienteret projekt 10 ECTS,3934 - BSc + MSc Folkesundhedsvidenskab,77137
3934-F18;Erhvervsorienteret projektforlÃ¸b,3934 - BSc + MSc Folkesundhedsvidenskab,77136
3934-F18;Speciale,3934 - BSc + MSc Folkesundhedsvidenskab,77135
5550-B5-5F16;Arctic Field Course,5550 - Biologisk Institut,55737
2600-F18-ADBB Kursus Psyk.,2600 - Institut for Psykologi 2600,%23SPLUSC3664E
2600-E17-ADBB Kursus Psyk.,2600 - Institut for Psykologi 2600,%23SPLUSC3664D
6000-E17-Specialeforsvar,6000 - Det Juridiske Fakultet,%23SPLUS77AEB9
6000-B5-5F17;Peaceful Settlement of International Disputes,6000 - Det Juridiske Fakultet,71559
6000-B5-5F17;Law of Start-up Companies,6000 - Det Juridiske Fakultet,71558
6000-B5-5F17;Plant Innovation Law,6000 - Det Juridiske Fakultet,71557
6000-B5-5F17;International Marine Environmental Law,6000 - Det Juridiske Fakultet,71556
6000-B5-5F17;Climate change challenges in developing countries - and regulatory ways to address them,6000 - Det Juridiske Fakultet,71555
6000-B5-5F17;Legal Negotiation in Theory and Practice,6000 - Det Juridiske Fakultet,71554
5070-B4-4F17;Skov og natur,5070 - Institut for Geovidenskab og Naturforvaltning,65020
5070-B4-4F18;Teknik og klimatilpasning (LAR),5070 - Institut for Geovidenskab og Naturforvaltning,77718
5070-B3-3F18;AnlÃ¦gsstyring,5070 - Institut for Geovidenskab og Naturforvaltning,77715
5070-B3-4F18;Planter og plantevÃ¦kst i byen,5070 - Institut for Geovidenskab og Naturforvaltning,77722
5070-B3-4F18;DriftsÃ¸konomi,5070 - Institut for Geovidenskab og Naturforvaltning,77723
5070-B3-3F18;Praktik B (HOPI),5070 - Institut for Geovidenskab og Naturforvaltning,75456
5070-E16;Natur som ressource for behandling og sundhedsfremme,5070 - Institut for Geovidenskab og Naturforvaltning,64748
2400-E17;Selvstudium af valgfrit antropologisk kursus,2400 - Institut for antropologi,73535
2400-E17;Selvstudium af valgfrit antropologisk kursus,2400 - Institut for antropologi,69602
2400-B5-5F17;Selvstudium af valgfrit antropologisk kursus,2400 - Institut for antropologi,67794
2400-F18;Anthropology and the Environment,2400 - Institut for antropologi,75055
2400-F18;Selvstudium af valgfrit antropologisk kursus,2400 - Institut for antropologi,74917
2400-F18;Masterprojekt,2400 - Institut for antropologi,74729
2435-E17-Studerende Global Development,2400 - Institut for antropologi,%23SPLUSEA1835
Gefionbooking,5000 - Det Natur- og Biovidenskabelige Fakultet,%23SPLUS78B958
3914-B2-2E17;Basal fysiologi,3914 - UddannelsesrÃ¥d for veterinÃ¦rvidenskab og husdyrvidenskab,72786
3914-B2-2E17;Human Parasitology,3914 - UddannelsesrÃ¥d for veterinÃ¦rvidenskab og husdyrvidenskab,72785
3915-B2-2E17;Laboratory Animal Science Function ABD,3915 - BSc + MSc VeterinÃ¦r Medicin,72784
3914-B2-2E17;Husdyr anatomi og fysiologi,3914 - UddannelsesrÃ¥d for veterinÃ¦rvidenskab og husdyrvidenskab,72783
3914-B2-2E17;ErnÃ¦ringsfysiologi,3914 - UddannelsesrÃ¥d for veterinÃ¦rvidenskab og husdyrvidenskab,72782
3915-B1-1E17;Laboratory Animal Science Function ABD,3915 - BSc + MSc VeterinÃ¦r Medicin,72777
5079-B1-2E17;Hygienic Design in the Food Industry,5079 - Science Pseudoinstitut,72776
5079-B1-2E17;FÃ¸devareteknologi,5079 - Science Pseudoinstitut,72775
5000-B1-2E17;Virksomhedsprojekt pÃ¥ kandidatuddannelse fuldtid 30 ECTS,5000 - Det Natur- og Biovidenskabelige Fakultet,72687
5000-B1-2E17;Virksomhedsprojekt pÃ¥ bacheloruddannelse fuldtid 30 ECTS,5000 - Det Natur- og Biovidenskabelige Fakultet,72684
5520-B1-2E17;Produktion af flydende fÃ¸devarer,5520 - Institut for FÃ¸devarevidenskab,72675
5520-B1-2E17;KÃ¸dpraktik,5520 - Institut for FÃ¸devarevidenskab,72668
5070-B1-2E17;Field and Methods Course in Geography and Geoinformatics,5070 - Institut for Geovidenskab og Naturforvaltning,72662
5520-B1-2E17;Dairy Internship,5520 - Institut for FÃ¸devarevidenskab,72656
5000-B2-2E17;Bachelorprojekt i naturresourcer,5000 - Det Natur- og Biovidenskabelige Fakultet,72649
5000-B2-2E17;Bachelorprojekt i nanoscience,5000 - Det Natur- og Biovidenskabelige Fakultet,72648
5000-B2-2E17;Bachelorprojekt i molekylÃ¦r biomedicin,5000 - Det Natur- og Biovidenskabelige Fakultet,72647
5000-B2-2E17;Bachelorprojekt i matematik-Ã¸konomi,5000 - Det Natur- og Biovidenskabelige Fakultet,72646
5000-B2-2E17;Bachelorprojekt i matematik,5000 - Det Natur- og Biovidenskabelige Fakultet,72645
5000-B2-2E17;Bachelorprojekt i landskabsarkitektur,5000 - Det Natur- og Biovidenskabelige Fakultet,72644
5000-B2-2E17;Bachelorprojekt i kemi,5000 - Det Natur- og Biovidenskabelige Fakultet,72643
5000-B2-2E17;Bachelorprojekt i jordbrugsÃ¸konomi,5000 - Det Natur- og Biovidenskabelige Fakultet,72642
5000-B2-2E17;Bachelorprojekt i idrÃ¦t,5000 - Det Natur- og Biovidenskabelige Fakultet,72641
5000-B2-2E17;Bachelorprojekt i husdyrvidenskab,5000 - Det Natur- og Biovidenskabelige Fakultet,72640
5000-B2-2E17;Bachelorprojekt i geologi-geoscience,5000 - Det Natur- og Biovidenskabelige Fakultet,72639
5000-B2-2E17;Bachelorprojekt i geografi,5000 - Det Natur- og Biovidenskabelige Fakultet,72638
5000-B2-2E17;Bachelorprojekt i fÃ¸devarevidenskab,5000 - Det Natur- og Biovidenskabelige Fakultet,72637
5000-B2-2E17;Bachelorprojekt i de fysiske fag,5000 - Det Natur- og Biovidenskabelige Fakultet,72636
5000-B2-2E17;Bachelorprojekt i forsikringsmatematik,5000 - Det Natur- og Biovidenskabelige Fakultet,72635
5000-B2-2E17;Bachelorprojekt i datalogi,5000 - Det Natur- og Biovidenskabelige Fakultet,72634
5000-B2-2E17;Bachelorprojekt i biologi-bioteknologi,5000 - Det Natur- og Biovidenskabelige Fakultet,72633
5000-B2-2E17;Bachelorprojekt i Biologi,5000 - Det Natur- og Biovidenskabelige Fakultet,72632
5000-B2-2E17;Bachelorprojekt i biokemi,5000 - Det Natur- og Biovidenskabelige Fakultet,72631
"5000-B2-2E17;Projekt uden for kursusregi - KA niveau 2,5 ECTS",5000 - Det Natur- og Biovidenskabelige Fakultet,72630
5000-B2-2E17;Projekt uden for kursusregi - KA niveau 5 ECTS,5000 - Det Natur- og Biovidenskabelige Fakultet,72629
"5000-B2-2E17;Projekt uden for kursusregi - KA niveau 12,5 ECTS",5000 - Det Natur- og Biovidenskabelige Fakultet,72628
5000-B2-2E17;Projekt uden for kursusregi - KA niveau 10 ECTS,5000 - Det Natur- og Biovidenskabelige Fakultet,72627
5000-B2-2E17;Projekt uden for kursusregi - KA niveau 15 ECTS,5000 - Det Natur- og Biovidenskabelige Fakultet,72626
"5000-B2-2E17;Projekt uden for kursusregi - KA niveau 7,5 ECTS",5000 - Det Natur- og Biovidenskabelige Fakultet,72625
5000-B1-2E17;Projekt uden for kursusregi - KA niveau 10 ECTS,5000 - Det Natur- og Biovidenskabelige Fakultet,72692
"5000-B2-2E17;Projekt uden for kursusregi - KA niveau 7,5 ECTS",5000 - Det Natur- og Biovidenskabelige Fakultet,72624
"5000-B2-2E17;Projekt uden for kursusregi - BA niveau 2,5 ECTS",5000 - Det Natur- og Biovidenskabelige Fakultet,72623
5000-B2-2E17;Projekt uden for kursusregi - BA niveau 5 ECTS,5000 - Det Natur- og Biovidenskabelige Fakultet,72622
"5000-B2-2E17;Projekt uden for kursusregi - BA niveau 12,5 ECTS",5000 - Det Natur- og Biovidenskabelige Fakultet,72621
5000-B2-2E17;Projekt uden for kursusregi - BA niveau 10 ECTS,5000 - Det Natur- og Biovidenskabelige Fakultet,72620
5000-B2-2E17;Projekt uden for kursusregi - BA niveau 15 ECTS,5000 - Det Natur- og Biovidenskabelige Fakultet,72619
"5000-B2-2E17;Projekt uden for kursusregi - BA niveau 7,5 ECTS",5000 - Det Natur- og Biovidenskabelige Fakultet,72618
"5000-B2-2E17;Projekt uden for kursusregi - BA niveau 7,5 ECTS",5000 - Det Natur- og Biovidenskabelige Fakultet,72617
5000-B2-2E17;Virksomhedsprojekt pÃ¥ kandidatuddannelse 15 ECTS,5000 - Det Natur- og Biovidenskabelige Fakultet,72616
5000-B2-2E17;Virksomhedsprojekt pÃ¥ kandidatuddannelse 15 ECTS,5000 - Det Natur- og Biovidenskabelige Fakultet,72615
5000-B2-2E17;Virksomhedsprojekt pÃ¥ bacheloruddannelse 15 ECTS,5000 - Det Natur- og Biovidenskabelige Fakultet,72614
5000-B2-2E17;Virksomhedsprojekt pÃ¥ bacheloruddannelse 15 ECTS,5000 - Det Natur- og Biovidenskabelige Fakultet,72613
5290-B2-2E17;Zooarchaeology: Identifying Faunal Remains,5290 - Statens Naturhistoriske Museum,72611
5100-B2-2E17;Visualization,5100 - Datalogisk Institut,72609
5480-B2-2E17;Videnskabsteori for husdyrvidenskab,5480 - Institut for FÃ¸devare- og RessourceÃ¸konomi,72605
5440-B2-2E17;Tropical Botany A,5440 - Institut for Plante- og MiljÃ¸videnskab,72600
5070-B2-2E17;Transformation of Cities and Landscapes: Globalisation and Local Strategies,5070 - Institut for Geovidenskab og Naturforvaltning,72599
5070-B2-2E17;Spatial and Temporal Pattern Analysis,5070 - Institut for Geovidenskab og Naturforvaltning,72577
5010-B2-2E17;Sparse Learning,5010 - Institut for Matematiske Fag,72576
5070-B2-2E17;Sedimentary Deposits: Modern and Ancient,5070 - Institut for Geovidenskab og Naturforvaltning,72571
"5070-B2-2E17;Sedimentary Basins - Evolution, Environments and Resources (part 1)",5070 - Institut for Geovidenskab og Naturforvaltning,72570
5030-B2-2E17;Radiation Physics for Medical Physicists,5030 - Niels Bohr Institutet,72565
5550-B2-2E17;Principal Subject in Protein Chemistry 3,5550 - Biologisk Institut,72557
5550-B2-2E17;Principal Subject in Molecular Microbiology 3,5550 - Biologisk Institut,72556
5550-B2-2E17;Principal subject in Molecular Microbiology 1,5550 - Biologisk Institut,72554
5550-B2-2E17;Principal Subject in Molecular Genetics 3,5550 - Biologisk Institut,72553
5550-B2-2E17;Principal Subject in Molecular Cell Biology 3,5550 - Biologisk Institut,72552
5550-B2-2E17;Principal Subject in Immunology and Metabolism 3,5550 - Biologisk Institut,72551
5010-B2-2E17;Operations Research 2: Advanced Operations Research,5010 - Institut for Matematiske Fag,72538
5210-B2-2E17;Naturvidenskabelig formidling,5210 - Institut for Naturfagenes Didaktik,72534
5290-B2-2E17;KvartÃ¦rtidens Naturhistorie,5290 - Statens Naturhistoriske Museum,72490
5010-B2-2E17;Introduction to Extreme Value Theory,5010 - Institut for Matematiske Fag,72476
5010-B2-2E17;Introduction to Descriptive Set Theory,5010 - Institut for Matematiske Fag,72475
5550-B2-2E17;Individual project in Bioinformatics 15 ECTS,5550 - Biologisk Institut,72471
5440-B2-2E17;Generel mikrobiologi,5440 - Institut for Plante- og MiljÃ¸videnskab,72450
5410-B2-2E17;Fysisk aktivitet og sundhed,5410 - Institut for IdrÃ¦t og ErnÃ¦ring,72445
5070-B2-2E17;Fluvial and Estuarine Geoscience,5070 - Institut for Geovidenskab og Naturforvaltning,72440
5030-B2-2E17;Extreme Multiprogramming,5030 - Niels Bohr Institutet,72438
5550-B2-2E17;Experimental Higher Model Organisms,5550 - Biologisk Institut,72436
5070-B2-2E17;Environmental Soil Science,5070 - Institut for Geovidenskab og Naturforvaltning,72431
5480-B2-2E17;Empirisk metode i samfundsvidenskaben,5480 - Institut for FÃ¸devare- og RessourceÃ¸konomi,72430
5030-B2-2E17;Ekstragalaktisk astrofysik,5030 - Niels Bohr Institutet,72428
5550-B2-2E17;Dynamical Models in Molecular Biology,5550 - Biologisk Institut,72424
5010-B2-2E17;Diskret matematik 2,5010 - Institut for Matematiske Fag,72423
5210-B2-2E17;Diagrams in Mathematical Practice: Philosophical and Cognitive Perspectives,5210 - Institut for Naturfagenes Didaktik,72422
5100-B2-2E17;Datalogiens historie,5100 - Datalogisk Institut,72419
5100-B2-2E17;Data-Driven Financial Models,5100 - Datalogisk Institut,72418
5070-B2-2E17;Current Advances in Igneous Petrology and Geochemistry,5070 - Institut for Geovidenskab og Naturforvaltning,72417
5100-B2-2E17;Collaborative Computing,5100 - Datalogisk Institut,72400
5010-B2-2E17;Causality,5010 - Institut for Matematiske Fag,72393
5550-B2-2E17;Bioinformatics project 4,5550 - Biologisk Institut,72386
5550-B2-2E17;Bioinformatics project 3,5550 - Biologisk Institut,72385
5550-B2-2E17;Bioinformatics project 2,5550 - Biologisk Institut,72384
5550-B2-2E17;Bioinformatics project 1,5550 - Biologisk Institut,72383
5010-B2-2E17;Approximation Properties for Operator Algebras and Groups,5010 - Institut for Matematiske Fag,72377
5290-B2-2E17;Ancient DNA and Evolution,5290 - Statens Naturhistoriske Museum,72370
5010-B2-2E17;Algebraic Number Theory,5010 - Institut for Matematiske Fag,72366
5070-B2-2E17;Advanced Geoinformatics,5070 - Institut for Geovidenskab og Naturforvaltning,72360
5070-B2-2E17;Acquisition and processing of seismic data,5070 - Institut for Geovidenskab og Naturforvaltning,72355
5000-B1-2E17;Bachelorprojekt i naturresourcer,5000 - Det Natur- og Biovidenskabelige Fakultet,72712
5000-B1-2E17;Bachelorprojekt i nanoscience,5000 - Det Natur- og Biovidenskabelige Fakultet,72711
5000-B1-2E17;Bachelorprojekt i molekylÃ¦r biomedicin,5000 - Det Natur- og Biovidenskabelige Fakultet,72710
5000-B1-2E17;Bachelorprojekt i matematik-Ã¸konomi,5000 - Det Natur- og Biovidenskabelige Fakultet,72709
5000-B1-2E17;Bachelorprojekt i matematik,5000 - Det Natur- og Biovidenskabelige Fakultet,72708
5000-B1-2E17;Bachelorprojekt i kemi,5000 - Det Natur- og Biovidenskabelige Fakultet,72706
5000-B1-2E17;Bachelorprojekt i jordbrugsÃ¸konomi,5000 - Det Natur- og Biovidenskabelige Fakultet,72705
5000-B1-2E17;Bachelorprojekt i idrÃ¦t,5000 - Det Natur- og Biovidenskabelige Fakultet,72704
5000-B1-2E17;Bachelorprojekt i husdyrvidenskab,5000 - Det Natur- og Biovidenskabelige Fakultet,72703
5000-B1-2E17;Bachelorprojekt i geologi-geoscience,5000 - Det Natur- og Biovidenskabelige Fakultet,72702
5000-B1-2E17;Bachelorprojekt i geografi,5000 - Det Natur- og Biovidenskabelige Fakultet,72701
5000-B1-2E17;Bachelorprojekt i fÃ¸devarevidenskab,5000 - Det Natur- og Biovidenskabelige Fakultet,72700
5000-B1-2E17;Bachelorprojekt i de fysiske fag,5000 - Det Natur- og Biovidenskabelige Fakultet,72699
5000-B1-2E17;Bachelorprojekt i forsikringsmatematik,5000 - Det Natur- og Biovidenskabelige Fakultet,72698
5000-B1-2E17;Bachelorprojekt i datalogi,5000 - Det Natur- og Biovidenskabelige Fakultet,72697
5000-B1-2E17;Bachelorprojekt i biologi-bioteknologi,5000 - Det Natur- og Biovidenskabelige Fakultet,72696
5000-B1-2E17;Bachelorprojekt i Biologi,5000 - Det Natur- og Biovidenskabelige Fakultet,72695
5000-B1-2E17;Bachelorprojekt i biokemi,5000 - Det Natur- og Biovidenskabelige Fakultet,72694
5000-B1-2E17;Virksomhedsprojekt pÃ¥ kandidatuddannelse 15 ECTS,5000 - Det Natur- og Biovidenskabelige Fakultet,72686
5000-B1-2E17;Virksomhedsprojekt pÃ¥ bacheloruddannelse 15 ECTS,5000 - Det Natur- og Biovidenskabelige Fakultet,72683
"5000-B1-2E17;Projekt uden for kursusregi - KA niveau 12,5 ECTS",5000 - Det Natur- og Biovidenskabelige Fakultet,72693
5000-B1-2E17;Projekt uden for kursusregi - KA niveau 15 ECTS,5000 - Det Natur- og Biovidenskabelige Fakultet,72691
"5000-B1-2E17;Projekt uden for kursusregi - BA niveau 12,5 ECTS",5000 - Det Natur- og Biovidenskabelige Fakultet,72690
5000-B1-2E17;Projekt uden for kursusregi - BA niveau 10 ECTS,5000 - Det Natur- og Biovidenskabelige Fakultet,72689
5000-B1-2E17;Projekt uden for kursusregi - BA niveau 15 ECTS,5000 - Det Natur- og Biovidenskabelige Fakultet,72688
5000-B1-2E17;Virksomhedsprojekt pÃ¥ kandidatuddannelse 15 ECTS,5000 - Det Natur- og Biovidenskabelige Fakultet,72685
5000-B1-2E17;Virksomhedsprojekt pÃ¥ bacheloruddannelse 15 ECTS,5000 - Det Natur- og Biovidenskabelige Fakultet,72682
5410-B1-1E17;Arbejdsfysiologi 1 - bevÃ¦geapparatets fysiologi og funktionelle anatomi,5410 - Institut for IdrÃ¦t og ErnÃ¦ring,72080
5410-B1-1E17;Applied Biostatistics in Nutrition and Physiology,5410 - Institut for IdrÃ¦t og ErnÃ¦ring,72074
Folkeuni-E1042;FYSIK - News from the Niels Bohr International Academy (A),SCI-Folkeuniversitetet,%23SPLUS37EC9F
MATH Studiestart,5000 - Det Natur- og Biovidenskabelige Fakultet,%23SPLUS37B2F9
4801-F18;TS Specialeseminar,4801 - Institut for TvÃ¦rkulturelle og regionale studier,69984
"4801-F18;MIN Kulturarv og kulturtyveri: Indigeneity, nationalisme og kulturpolitik",4801 - Institut for TvÃ¦rkulturelle og regionale studier,69983
"4801-F18;MIN Konflikt, trauma og resiliens",4801 - Institut for TvÃ¦rkulturelle og regionale studier,69982
"4801-F18;MIN Identitet, diskurs- og emotionsanalyse",4801 - Institut for TvÃ¦rkulturelle og regionale studier,69981
4801-F18;MIN Sprog- og kulturmÃ¸de,4801 - Institut for TvÃ¦rkulturelle og regionale studier,69980
4801-F18;KK Projektorienteret forlÃ¸b - 30 ECTS,4801 - Institut for TvÃ¦rkulturelle og regionale studier,69979
4801-F18;KK Projektorienteret forlÃ¸b - 15 ECTS,4801 - Institut for TvÃ¦rkulturelle og regionale studier,69978
4801-F18;KK Statistik for humanister,4801 - Institut for TvÃ¦rkulturelle og regionale studier,69977
"4801-F18;KK Migration, politik og sociale forandringer",4801 - Institut for TvÃ¦rkulturelle og regionale studier,69976
4801-F18;KK Kvalitativ metode: Feltarbejde og interviewteknik,4801 - Institut for TvÃ¦rkulturelle og regionale studier,69975
4801-F18;KK Ã˜konomisk kultur,4801 - Institut for TvÃ¦rkulturelle og regionale studier,69974
"4801-F18;KK Historie, myter og fortÃ¦llinger i kulturteoretisk perspektiv",4801 - Institut for TvÃ¦rkulturelle og regionale studier,69973
4821-E17;ENG KATV OversÃ¦ttelse introduktion,"4821 - Institut for Engelsk, Germansk og Romansk",69972
